P_ID,Flow,Word count,NAs
400,None,2,1

401,None,2,1

402,0.80588245392,2,0

403,0.930229398051,2,0

404,0.862506248035,2,0

405,0.694223749973,2,0

406,0.437134140112,2,0

407,0.661947738042,2,0

408,0.761555618876,2,0

409,0.926001475753,2,0

410,0.992656592241,2,0

411,0.803462079661,2,0

412,0.818945665236,2,0

413,None,2,1

414,None,2,1

415,0.935101532383,2,0

416,0.883415153429,2,0

417,0.986670069245,2,0

418,0.938135881946,2,0

419,1.02716434441,2,0

420,0.964849390739,2,0

421,None,2,1

422,None,2,1

423,0.936519775604,2,0

424,0.833419957734,2,0

425,0.665245812134,2,0

426,0.683829360798,2,0

427,0.903628737631,2,0

428,0.754210823538,2,0

429,0.421171835671,2,0

430,0.92265881574,2,0

431,1.01622603894,2,0

432,0.765092288804,2,0

433,0.94779617397,2,0

434,0.305842650649,2,0

435,0.425128663226,2,0

436,0.786847315537,2,0

437,0.595256903375,2,0

438,0.633727619345,2,0

439,0.771760402249,2,0

440,0.917506940569,2,0

441,0.89326352915,2,0

442,0.935725248453,2,0

443,0.672870632419,2,0

444,0.600917364419,2,0

445,0.812124441662,2,0

446,0.707307855272,2,0

447,1.05173954137,2,0

448,None,2,1

449,None,2,1

450,0.90758605478,2,0

451,0.988975190154,2,0

452,0.733843998538,2,0

453,0.753565368714,2,0

454,0.896231414884,2,0

455,0.817745312205,2,0

456,0.900276936875,2,0

457,0.959179358015,2,0

458,0.833901477358,2,0

459,0.445007648163,2,0

460,0.991451725927,2,0

461,1.02088116265,2,0

462,0.935651192637,2,0

463,0.678485500712,2,0

464,0.75982655241,2,0

465,0.960177855502,2,0

466,0.948211740821,2,0

467,0.761804415782,2,0

468,0.710609073131,2,0

469,0.892583575938,2,0

470,0.678166234929,2,0

471,1.00724387192,2,0

472,0.282965171902,2,0

473,0.929477987668,2,0

474,0.781209426494,2,0

475,0.901785646099,2,0

476,0.676119016594,2,0

477,0.817756293845,2,0

478,0.940924870727,2,0

479,0.97852480769,2,0

480,0.174298318564,2,0

481,0.367899813381,2,0

482,0.939527867502,2,0

483,0.845762724403,2,0

484,0.899053495009,2,0

485,0.986399882806,2,0

486,1.00568649537,2,0

487,0.775154148808,2,0

488,0.904717676867,2,0

489,0.828919494919,2,0

490,0.64573646084,2,0

491,0.691075257869,2,0

492,0.949384623576,2,0

493,0.892790747064,2,0

494,0.871032650407,2,0

495,0.858402903827,2,0

496,0.811300189397,2,0

497,0.761980219916,2,0

498,0.577639556748,2,0

499,0.792530523386,2,0

500,0.746607147591,2,0

501,1.01102764229,2,0

502,0.974047159019,2,0

503,0.740987859783,2,0

504,0.836868141466,2,0

505,0.851581689533,2,0

506,0.6237208471,2,0

507,0.73729563255,2,0

508,0.839135266027,2,0

509,0.836533834478,2,0

510,0.67396211935,2,0

511,0.791316449977,2,0

512,0.529323990521,2,0

513,0.91712263442,2,0

514,0.853496418177,2,0

515,0.862726168706,2,0

516,0.542502693748,2,0

517,0.434611942402,2,0

518,0.839574458366,2,0

519,0.974262328681,2,0

520,0.879895618505,2,0

521,0.837333283832,2,0

522,None,2,1

523,None,2,1

524,0.938523674285,2,0

525,0.984862782542,2,0

526,1.00115901143,2,0

527,0.860683790151,2,0

528,0.896634086318,2,0

529,0.715175854113,2,0

530,0.920134058492,2,0

531,0.761873258923,2,0

532,0.832942371056,2,0

533,0.859523295282,2,0

534,0.880319060154,2,0

535,0.994641190987,2,0

536,0.914433373338,2,0

537,0.975383497795,2,0

538,0.997463198833,2,0

539,0.90464503844,2,0

540,0.802559711465,2,0

541,0.748313951026,2,0

542,0.579415372584,2,0

543,0.521589884724,2,0

544,0.484023190438,2,0

545,0.740174298137,2,0

546,0.582294095476,2,0

547,0.652352638438,2,0

548,0.736985931996,2,0

549,0.305842650649,2,0

550,0.833254836953,2,0

551,0.956881207511,2,0

552,0.923971562775,2,0

553,0.852737638925,2,0

554,0.678124613881,2,0

555,0.938300782974,2,0

556,0.803229300122,2,0

557,0.887694602507,2,0

558,0.821265546136,2,0

559,0.914323575082,2,0

560,1.05788284294,2,0

561,0.847033604193,2,0

562,None,2,1

563,None,2,1

564,0.664897823511,2,0

565,0.886811924737,2,0

566,0.929517550209,2,0

567,0.972773796961,2,0

568,0.883462051493,2,0

569,1.00581152521,2,0

570,0.999879617121,2,0

571,0.78449911436,2,0

572,0.763071358233,2,0

573,0.794172848542,2,0

574,0.778643333603,2,0

575,0.755671041857,2,0

576,0.458863750885,2,0

577,0.946877925913,2,0

578,0.949024503783,2,0

579,0.869910432881,2,0

580,0.826637380697,2,0

581,0.934526119578,2,0

582,0.926898940649,2,0

583,0.712458139182,2,0

584,0.889792604713,2,0

585,0.744469609723,2,0

586,0.773002765465,2,0

587,0.631059075661,2,0

588,0.722618897072,2,0

589,0.81239150503,2,0

590,0.860347203306,2,0

591,0.823731928577,2,0

592,0.519802683873,2,0

593,0.795775901735,2,0

594,0.961996749735,2,0

595,0.922092837586,2,0

596,0.898101633506,2,0

597,1.01646077096,2,0

598,0.972373898513,2,0

599,0.662709723925,2,0

600,0.712606171728,2,0

601,0.965920957881,2,0

602,0.639971698927,2,0

603,0.892618621991,2,0

604,0.794569794447,2,0

605,0.669530609514,2,0

606,0.80172083368,2,0

607,0.589664772166,2,0

608,0.74527076707,2,0

609,0.525889826994,2,0

610,0.917035366218,2,0

611,None,2,1

612,None,2,1

613,0.718711353418,2,0

614,0.66806815198,2,0

615,0.690318155963,2,0

616,0.803093385508,2,0

617,0.828462826306,2,0

618,0.845340762756,2,0

619,0.676546543664,2,0

620,0.151048183192,2,0

621,0.920434626918,2,0

622,0.445063642221,2,0

623,0.668317684737,2,0

624,0.758732030754,2,0

625,0.631444095387,2,0

626,0.187095943776,2,0

627,0.73987331372,2,0

628,0.853675304027,2,0

629,0.790373566538,2,0

630,0.693072403223,2,0

631,0.729805988185,2,0

632,0.848221536881,2,0

633,0.880877298421,2,0

634,0.77685780191,2,0

635,0.240920595445,2,0

636,0.579519635602,2,0

637,0.817923683973,2,0

638,None,2,1

639,None,2,1

640,0.628744695031,2,0

641,0.490391591967,2,0

642,0.732838037073,2,0

643,0.866966959585,2,0

644,0.792452290766,2,0

645,0.740498373897,2,0

646,0.76548416995,2,0

647,0.80885055219,2,0

648,0.725695796736,2,0

649,0.932520481716,2,0

650,1.04326532238,2,0

651,0.944535063624,2,0

652,0.762596144583,2,0

653,0.771653926206,2,0

654,0.966795713838,2,0

655,0.821913316987,2,0

656,0.760578139585,2,0

657,0.798721040077,2,0

658,0.913659603584,2,0

659,0.957021803573,2,0

660,0.755354145472,2,0

661,0.771904796951,2,0

662,0.767639062195,2,0

663,0.970693737906,2,0

664,0.89260951927,2,0

665,0.338559062559,2,0

666,0.780440742524,2,0

667,0.883277604806,2,0

668,0.746567106627,2,0

669,0.907752633586,2,0

670,0.897688761016,2,0

671,0.843479357058,2,0

672,0.782375976137,2,0

673,0.751860998881,2,0

674,0.921152051083,2,0

675,0.79524417646,2,0

676,0.892741217829,2,0

677,0.38644879556,2,0

678,0.67371602323,2,0

679,0.745514120126,2,0

680,0.82991723572,2,0

681,0.794158411681,2,0

682,0.898698568665,2,0

683,0.893944522791,2,0

684,0.877316668861,2,0

685,None,2,1

686,None,2,1

687,0.869559523935,2,0

688,0.944585202232,2,0

689,0.954628571788,2,0

690,0.80943586092,2,0

691,0.946877925913,2,0

692,0.516848263948,2,0

693,1.0518896898,2,0

694,1.01573836532,2,0

695,0.922731235045,2,0

696,0.874209537509,2,0

697,0.761052345379,2,0

698,0.643265476522,2,0

699,0.823055807009,2,0

700,0.795501577219,2,0

701,0.498430533412,2,0

702,0.757377086492,2,0

703,0.439866457768,2,0

704,0.538273959624,2,0

705,0.681692680502,2,0

706,0.710448006366,2,0

707,0.620520326186,2,0

708,0.561008931402,2,0

709,0.767320860926,2,0

710,0.925371279569,2,0

711,0.949313612755,2,0

712,1.06268260483,2,0

713,0.945391681928,2,0

714,0.760369927945,2,0

715,0.699957161385,2,0

716,0.81978696005,2,0

717,0.422781106532,2,0

718,0.942205878154,2,0

719,0.768560687695,2,0

720,0.717040041789,2,0

721,0.784848546481,2,0

722,0.689951871572,2,0

723,None,2,1

724,None,2,1

725,0.292433873916,2,0

726,0.201451733915,2,0

727,0.476140108055,2,0

728,0.708024754874,2,0

729,0.663754277514,2,0

730,0.668594363399,2,0

731,0.352967224379,2,0

732,0.841823789778,2,0

733,0.800902781404,2,0

734,0.933361827817,2,0

735,0.952113736891,2,0

736,0.886818377668,2,0

737,0.890754918031,2,0

738,0.628818267306,2,0

739,0.916238342772,2,0

740,0.917196502332,2,0

741,1.0126413697,2,0

742,0.903934859453,2,0

743,0.98006624261,2,0

744,0.843461187822,2,0

745,0.66897840812,2,0

746,0.752400489655,2,0

747,0.967607087023,2,0

748,0.734844824829,2,0

749,0.724690059811,2,0

750,0.810889536146,2,0

751,0.846610060057,2,0

752,0.95902476074,2,0

753,0.867900060813,2,0

754,0.901405784025,2,0

755,0.763633891861,2,0

756,0.993515290086,2,0

757,0.783466511742,2,0

758,0.927940301664,2,0

759,0.869430726653,2,0

760,0.855847300362,2,0

761,0.708176829129,2,0

762,0.937141894973,2,0

763,1.03949094905,2,0

764,1.004940122,2,0

765,0.880101523313,2,0

766,0.748350825724,2,0

767,0.87090072885,2,0

768,0.895724657649,2,0

769,0.995723832336,2,0

770,0.940670273783,2,0

771,0.510227848693,2,0

772,0.697366407955,2,0

773,1.07934755967,2,0

774,0.608896805245,2,0

775,0.49043812745,2,0

776,0.489865385312,2,0

777,0.42151918476,2,0

778,None,2,1

779,None,2,1

780,0.804125976182,2,0

781,0.817638924944,2,0

782,0.741528583352,2,0

783,0.612309684776,2,0

784,0.492994214811,2,0

785,0.634746216361,2,0

786,0.756009675406,2,0

787,0.751552166379,2,0

788,0.738448252977,2,0

789,0.74459888361,2,0

790,0.967395842176,2,0

791,None,2,1

792,None,2,1

793,0.871136310722,2,0

794,0.916473527789,2,0

795,0.816253740662,2,0

796,0.575377404804,2,0

797,0.700861774947,2,0

798,0.927102368486,2,0

799,0.946384429903,2,0

800,0.935037267118,2,0

801,0.266469257043,2,0

802,None,2,1

803,None,2,1

804,0.975934707188,2,0

805,0.984459560278,2,0

806,0.619013150275,2,0

807,0.678520431201,2,0

808,0.79389092684,2,0

809,0.201072769339,2,0

810,0.485347902034,2,0

811,0.722252259726,2,0

812,0.978958101403,2,0

813,0.978856664466,2,0

814,0.988709298673,2,0

815,0.776121348088,2,0

816,0.431874151514,2,0

817,0.854899002889,2,0

818,0.436982028514,2,0

819,0.738596331843,2,0

820,0.766366951765,2,0

821,0.714574886301,2,0

822,0.874000562994,2,0

823,0.911573102848,2,0

824,0.857726468254,2,0

825,0.745243991317,2,0

826,0.893869194783,2,0

827,0.625752396011,2,0

828,0.404594099915,2,0

829,0.857846301256,2,0

830,0.727866831843,2,0

831,0.287536433699,2,0

832,0.765651459334,2,0

833,0.803257670085,2,0

834,0.82237662075,2,0

835,0.766981907662,2,0

836,0.909944670153,2,0

837,0.667208381796,2,0

838,0.869795309642,2,0

839,0.947963336372,2,0

840,0.742572348835,2,0

841,0.834720772142,2,0

842,0.57580406181,2,0

843,None,2,1

844,None,2,1

845,0.545237354191,2,0

846,0.574397003831,2,0

847,0.674727914338,2,0

848,0.753475066323,2,0

849,0.771169659494,2,0

850,0.687478302035,2,0

851,0.865167364507,2,0

852,0.889279573827,2,0

853,0.918436228036,2,0

854,0.935443054244,2,0

855,1.01782393445,2,0

856,0.797481028393,2,0

857,0.478602102965,2,0

858,0.567353885566,2,0

859,0.856810067643,2,0

860,0.883492385164,2,0

861,0.808988583528,2,0

862,0.756009675406,2,0

863,0.848919072108,2,0

864,0.90734484286,2,0

865,1.02231800261,2,0

866,0.932175794654,2,0

867,0.851663699064,2,0

868,0.977304402999,2,0

869,0.240920595445,2,0

870,0.201072769339,2,0

871,0.600929531462,2,0

872,0.582764529916,2,0

873,0.404465696251,2,0

874,None,2,1

875,None,2,1

876,0.779885628307,2,0

877,0.698294507438,2,0

878,0.320303768318,2,0

879,0.866024344936,2,0

880,0.750237325449,2,0

881,0.818353892785,2,0

882,0.68432225078,2,0

883,None,2,1

884,None,2,1

885,0.244610194104,2,0

886,0.769244561454,2,0

887,0.683508292879,2,0

888,0.813356785676,2,0

889,0.813356785676,2,0

890,0.493182146163,2,0

891,0.506010732662,2,0

892,0.833336186416,2,0

893,0.909470603039,2,0

894,0.772285583364,2,0

895,0.734422288559,2,0

896,0.63861770558,2,0

897,0.649555564092,2,0

898,None,2,1

899,None,2,1

900,0.771653926206,2,0

901,0.680983416749,2,0

902,0.862980494848,2,0

903,0.682102205287,2,0

904,0.917736576978,2,0

905,0.876897525992,2,0

906,0.871118299411,2,0

907,0.983738377893,2,0

908,0.467574461645,2,0

909,0.34234830829,2,0

910,0.828190593176,2,0

911,0.72203678172,2,0

912,0.739189174009,2,0

913,0.313727041466,2,0

914,0.517443250299,2,0

915,0.949695803078,2,0

916,0.873136070422,2,0

917,0.533106449147,2,0

918,0.174298318564,2,0

919,0.870355846084,2,0

920,0.752127171426,2,0

921,0.594970061035,2,0

922,0.707813327021,2,0

923,0.681597919289,2,0

924,0.917141568326,2,0

925,0.601031032155,2,0

926,0.412178879502,2,0

927,0.347446010653,2,0

928,0.728222592147,2,0

929,0.637434856913,2,0

930,0.795051406817,2,0

931,0.778924103795,2,0

932,0.65235756314,2,0

933,0.882844025921,2,0

934,1.02992894604,2,0

935,0.981421913068,2,0

936,0.290439420027,2,0

937,0.815770928936,2,0

938,0.953329557618,2,0

939,0.19176855728,2,0

940,0.590090475787,2,0

941,0.91379654439,2,0

942,0.94681250508,2,0

943,0.980813982607,2,0

944,0.920964606169,2,0

945,0.256236986896,2,0

946,0.766148373466,2,0

947,0.311237743136,2,0

948,0.543373263515,2,0

949,0.920592667629,2,0

950,0.710197068751,2,0

951,0.98035131227,2,0

952,0.409840930401,2,0

953,0.975984928234,2,0

954,0.866253665985,2,0

955,None,2,1

956,None,2,1

957,0.850985144406,2,0

958,0.623733940051,2,0

959,0.72662552676,2,0

960,0.871032650407,2,0

961,1.01069558065,2,0

962,0.914796650534,2,0

963,0.740133419682,2,0

964,0.498041895604,2,0

965,None,2,1

966,None,2,1

967,None,2,1

968,None,2,1

969,None,2,1

970,None,2,2

971,None,2,2

972,None,2,1

973,0.689382077562,2,0

974,0.70040154108,2,0

975,0.654435831489,2,0

976,0.470470225149,2,0

977,0.585554386648,2,0

978,0.70428237542,2,0

979,0.912775964576,2,0

980,1.03973762115,2,0

981,0.816584861403,2,0

982,None,2,1

983,None,2,1

984,0.932053078908,2,0

985,0.753713613381,2,0

986,0.998563778271,2,0

987,0.831683311669,2,0

988,0.896701922642,2,0

989,0.854468913916,2,0

990,0.788260749218,2,0

991,0.403767207131,2,0

992,0.82166678602,2,0

993,0.870251693158,2,0

994,0.862443866413,2,0

995,0.566016342839,2,0

996,0.707625665009,2,0

997,0.777647719518,2,0

998,None,2,1

999,None,2,1

1000,0.704659873508,2,0

1001,0.86191504774,2,0

1002,0.802358034367,2,0

1003,0.680808821699,2,0

1004,0.867911958068,2,0

1005,0.227337141971,2,0

1006,0.399894881304,2,0

1007,0.191932005968,2,0

1008,0.857325556434,2,0

1009,0.949931136205,2,0

1010,0.811729243721,2,0

1011,0.932960068963,2,0

1012,0.881798816318,2,0

1013,0.749001009316,2,0

1014,None,2,1

1015,None,2,2

1016,None,2,2

1017,None,2,1

1018,0.270124033774,2,0

1019,0.978722536566,2,0

1020,0.885742923947,2,0

1021,None,2,1

1022,None,2,1

1023,None,2,1

1024,None,2,1

1025,0.639343767455,2,0

1026,0.701971859837,2,0

1027,0.625914981617,2,0

1028,None,2,1

1029,None,2,1

1030,0.829431005662,2,0

1031,None,2,1

1032,None,2,1

1033,0.833546249228,2,0

1034,0.903896434837,2,0

1035,0.821367652022,2,0

1036,0.543842121896,2,0

1037,0.831842051034,2,0

1038,0.329269262799,2,0

1039,0.658003729495,2,0

1040,0.738151709942,2,0

1041,0.810619839269,2,0

1042,0.409166762758,2,0

1043,0.611141630296,2,0

1044,0.712448502664,2,0

1045,0.975580382057,2,0

1046,0.845442687191,2,0

1047,0.729635003272,2,0

1048,1.01364007831,2,0

1049,0.895131238564,2,0

1050,0.876177402575,2,0

1051,0.516440969432,2,0

1052,1.01619795024,2,0

1053,0.539988883262,2,0

1054,0.797561156166,2,0

1055,0.35479474595,2,0

1056,0.600911518077,2,0

1057,0.847517915257,2,0

1058,0.869242521533,2,0

1059,0.798350612216,2,0

1060,0.816959974044,2,0

1061,0.905250864897,2,0

1062,0.600357625684,2,0

