"V1" "V2" "author1" "author2" "sim" "l1" "l2" "index"
"17991.2" "The Wizard" "The Triumph of Jill" "Haggard, H. Rider (Henry Rider)" "Young, F. E. Mills (Florence Ethel Mills)" 6.32734069768248 2000 2000 179903
"17991.3" "The Wizard" "The Triumph of Jill" "Haggard, H. Rider (Henry Rider)" "Young, F. E. Mills (Florence Ethel Mills)" 6.20214138536954 2000 2000 179904
"17991.4" "The Wizard" "The Triumph of Jill" "Haggard, H. Rider (Henry Rider)" "Young, F. E. Mills (Florence Ethel Mills)" 6.00385467280611 2000 2000 179905
"17991.5" "The Wizard" "The Triumph of Jill" "Haggard, H. Rider (Henry Rider)" "Young, F. E. Mills (Florence Ethel Mills)" 6.28055234576435 2000 2000 179906
"17991.6" "The Wizard" "The Triumph of Jill" "Haggard, H. Rider (Henry Rider)" "Young, F. E. Mills (Florence Ethel Mills)" 6.17603546791577 2000 2000 179907
"17991.7" "The Wizard" "The Triumph of Jill" "Haggard, H. Rider (Henry Rider)" "Young, F. E. Mills (Florence Ethel Mills)" 6.04697983047427 2000 2000 179908
"17991.8" "The Wizard" "The Triumph of Jill" "Haggard, H. Rider (Henry Rider)" "Young, F. E. Mills (Florence Ethel Mills)" 6.20051047156894 2000 2000 179909
"17991.9" "The Wizard" "The Triumph of Jill" "Haggard, H. Rider (Henry Rider)" "Young, F. E. Mills (Florence Ethel Mills)" 6.24583723558105 2000 2000 179910
"17992" "The Wizard" "Fables of Field and Staff" "Haggard, H. Rider (Henry Rider)" "Frye, James A. (James Albert)" 6.10111670849409 2000 2000 179911
"17992.1" "The Wizard" "Fables of Field and Staff" "Haggard, H. Rider (Henry Rider)" "Frye, James A. (James Albert)" 6.35499910180209 2000 2000 179912
"17992.2" "The Wizard" "Fables of Field and Staff" "Haggard, H. Rider (Henry Rider)" "Frye, James A. (James Albert)" 6.39496343315825 2000 2000 179913
"17992.3" "The Wizard" "Fables of Field and Staff" "Haggard, H. Rider (Henry Rider)" "Frye, James A. (James Albert)" 6.30187934500791 2000 2000 179914
"17992.4" "The Wizard" "Fables of Field and Staff" "Haggard, H. Rider (Henry Rider)" "Frye, James A. (James Albert)" 6.18115807962386 2000 2000 179915
"17992.5" "The Wizard" "Fables of Field and Staff" "Haggard, H. Rider (Henry Rider)" "Frye, James A. (James Albert)" 6.18815190769975 2000 2000 179916
"17992.6" "The Wizard" "Fables of Field and Staff" "Haggard, H. Rider (Henry Rider)" "Frye, James A. (James Albert)" 6.24120518817836 2000 2000 179917
"17992.7" "The Wizard" "Fables of Field and Staff" "Haggard, H. Rider (Henry Rider)" "Frye, James A. (James Albert)" 6.1766868467934 2000 2000 179918
"17992.8" "The Wizard" "Fables of Field and Staff" "Haggard, H. Rider (Henry Rider)" "Frye, James A. (James Albert)" 6.26619560792233 2000 2000 179919
"17992.9" "The Wizard" "Fables of Field and Staff" "Haggard, H. Rider (Henry Rider)" "Frye, James A. (James Albert)" 6.31733988729694 2000 2000 179920
"17993" "The Wizard" "Absolution" "Haggard, H. Rider (Henry Rider)" "Viebig, Clara" 6.15548033134497 2000 2000 179921
"17993.1" "The Wizard" "Absolution" "Haggard, H. Rider (Henry Rider)" "Viebig, Clara" 6.10084901273941 2000 2000 179922
"17993.2" "The Wizard" "Absolution" "Haggard, H. Rider (Henry Rider)" "Viebig, Clara" 6.40260399822111 2000 2000 179923
"17993.3" "The Wizard" "Absolution" "Haggard, H. Rider (Henry Rider)" "Viebig, Clara" 6.43222330294465 2000 2000 179924
"17993.4" "The Wizard" "Absolution" "Haggard, H. Rider (Henry Rider)" "Viebig, Clara" 6.108385649192 2000 2000 179925
"17993.5" "The Wizard" "Absolution" "Haggard, H. Rider (Henry Rider)" "Viebig, Clara" 6.15816899259622 2000 2000 179926
"17993.6" "The Wizard" "Absolution" "Haggard, H. Rider (Henry Rider)" "Viebig, Clara" 6.38561220105661 2000 2000 179927
"17993.7" "The Wizard" "Absolution" "Haggard, H. Rider (Henry Rider)" "Viebig, Clara" 6.2726092742198 2000 2000 179928
"17993.8" "The Wizard" "Absolution" "Haggard, H. Rider (Henry Rider)" "Viebig, Clara" 6.33699436919052 2000 2000 179929
