"V1" "V2" "author1" "author2" "sim" "l1" "l2" "index"
"26781.2" "The Red Room" "John Marvel" "Le Queux, William" "Page, Thomas Nelson" 6.33113786574229 2000 2000 267803
"26781.3" "The Red Room" "John Marvel" "Le Queux, William" "Page, Thomas Nelson" 6.50968907831289 2000 2000 267804
"26781.4" "The Red Room" "John Marvel" "Le Queux, William" "Page, Thomas Nelson" 6.42661773617569 2000 2000 267805
"26781.5" "The Red Room" "John Marvel" "Le Queux, William" "Page, Thomas Nelson" 6.38560357836586 2000 2000 267806
"26781.6" "The Red Room" "John Marvel" "Le Queux, William" "Page, Thomas Nelson" 6.41967338685231 2000 2000 267807
"26781.7" "The Red Room" "John Marvel" "Le Queux, William" "Page, Thomas Nelson" 6.27704381380875 2000 2000 267808
"26781.8" "The Red Room" "John Marvel" "Le Queux, William" "Page, Thomas Nelson" 6.46531679284131 2000 2000 267809
"26781.9" "The Red Room" "John Marvel" "Le Queux, William" "Page, Thomas Nelson" 6.52110029286546 2000 2000 267810
"26782" "The Red Room" "The Final Figure" "Le Queux, William" "Merwin, Sam" 6.34924807674355 2000 2000 267811
"26782.1" "The Red Room" "The Final Figure" "Le Queux, William" "Merwin, Sam" 6.24728795304503 2000 2000 267812
"26782.2" "The Red Room" "The Final Figure" "Le Queux, William" "Merwin, Sam" 6.46222853317262 2000 2000 267813
"26782.3" "The Red Room" "The Final Figure" "Le Queux, William" "Merwin, Sam" 6.45615297054265 2000 2000 267814
"26782.4" "The Red Room" "The Final Figure" "Le Queux, William" "Merwin, Sam" 6.31331593164415 2000 2000 267815
"26782.5" "The Red Room" "The Final Figure" "Le Queux, William" "Merwin, Sam" 6.15158551086489 2000 2000 267816
"26782.6" "The Red Room" "The Final Figure" "Le Queux, William" "Merwin, Sam" 6.32272699474816 2000 2000 267817
"26782.7" "The Red Room" "The Final Figure" "Le Queux, William" "Merwin, Sam" 6.31491093911605 2000 2000 267818
"26782.8" "The Red Room" "The Final Figure" "Le Queux, William" "Merwin, Sam" 6.03577962964376 2000 2000 267819
"26782.9" "The Red Room" "The Final Figure" "Le Queux, William" "Merwin, Sam" 6.36795004857299 2000 2000 267820
"26783" "The Red Room" "The Knight of the Golden Melice" "Le Queux, William" "Adams, John Turvill" 6.40286953893549 2000 2000 267821
"26783.1" "The Red Room" "The Knight of the Golden Melice" "Le Queux, William" "Adams, John Turvill" 6.46798506341311 2000 2000 267822
"26783.2" "The Red Room" "The Knight of the Golden Melice" "Le Queux, William" "Adams, John Turvill" 6.24016462771633 2000 2000 267823
"26783.3" "The Red Room" "The Knight of the Golden Melice" "Le Queux, William" "Adams, John Turvill" 6.34797880220833 2000 2000 267824
"26783.4" "The Red Room" "The Knight of the Golden Melice" "Le Queux, William" "Adams, John Turvill" 6.44715988140878 2000 2000 267825
"26783.5" "The Red Room" "The Knight of the Golden Melice" "Le Queux, William" "Adams, John Turvill" 6.60511371807726 2000 2000 267826
"26783.6" "The Red Room" "The Knight of the Golden Melice" "Le Queux, William" "Adams, John Turvill" 6.3769045960965 2000 2000 267827
"26783.7" "The Red Room" "The Knight of the Golden Melice" "Le Queux, William" "Adams, John Turvill" 6.55647795801707 2000 2000 267828
"26783.8" "The Red Room" "The Knight of the Golden Melice" "Le Queux, William" "Adams, John Turvill" 6.62715003046157 2000 2000 267829
"26783.9" "The Red Room" "The Knight of the Golden Melice" "Le Queux, William" "Adams, John Turvill" 6.28539648563067 2000 2000 267830
"26784" "The Red Room" "Tom Grogan" "Le Queux, William" "Smith, Francis Hopkinson" 6.2672588170175 2000 2000 267831
"26784.1" "The Red Room" "Tom Grogan" "Le Queux, William" "Smith, Francis Hopkinson" 6.07436377555838 2000 2000 267832
"26784.2" "The Red Room" "Tom Grogan" "Le Queux, William" "Smith, Francis Hopkinson" 6.36075086977433 2000 2000 267833
"26784.3" "The Red Room" "Tom Grogan" "Le Queux, William" "Smith, Francis Hopkinson" 6.05475466390522 2000 2000 267834
"26784.4" "The Red Room" "Tom Grogan" "Le Queux, William" "Smith, Francis Hopkinson" 6.35072695635232 2000 2000 267835
"26784.5" "The Red Room" "Tom Grogan" "Le Queux, William" "Smith, Francis Hopkinson" 6.34031539095083 2000 2000 267836
"26784.6" "The Red Room" "Tom Grogan" "Le Queux, William" "Smith, Francis Hopkinson" 5.94477413772413 2000 2000 267837
"26784.7" "The Red Room" "Tom Grogan" "Le Queux, William" "Smith, Francis Hopkinson" 6.18307941616585 2000 2000 267838
"26784.8" "The Red Room" "Tom Grogan" "Le Queux, William" "Smith, Francis Hopkinson" 6.22688186597903 2000 2000 267839
"26784.9" "The Red Room" "Tom Grogan" "Le Queux, William" "Smith, Francis Hopkinson" 6.10948184019292 2000 2000 267840
"26785" "The Red Room" "Mysterious Mr" "Le Queux, William" "Oppenheim, E. Phillips (Edward Phillips)" 6.59222361390372 2000 2000 267841
"26785.1" "The Red Room" "Mysterious Mr" "Le Queux, William" "Oppenheim, E. Phillips (Edward Phillips)" 6.43108593335163 2000 2000 267842
"26785.2" "The Red Room" "Mysterious Mr" "Le Queux, William" "Oppenheim, E. Phillips (Edward Phillips)" 6.43174723021102 2000 2000 267843
"26785.3" "The Red Room" "Mysterious Mr" "Le Queux, William" "Oppenheim, E. Phillips (Edward Phillips)" 6.41107816700865 2000 2000 267844
"26785.4" "The Red Room" "Mysterious Mr" "Le Queux, William" "Oppenheim, E. Phillips (Edward Phillips)" 6.47356354324901 2000 2000 267845
"26785.5" "The Red Room" "Mysterious Mr" "Le Queux, William" "Oppenheim, E. Phillips (Edward Phillips)" 6.52492308007159 2000 2000 267846
"26785.6" "The Red Room" "Mysterious Mr" "Le Queux, William" "Oppenheim, E. Phillips (Edward Phillips)" 6.36526453156838 2000 2000 267847
"26785.7" "The Red Room" "Mysterious Mr" "Le Queux, William" "Oppenheim, E. Phillips (Edward Phillips)" 6.69295133518507 2000 2000 267848
"26785.8" "The Red Room" "Mysterious Mr" "Le Queux, William" "Oppenheim, E. Phillips (Edward Phillips)" 6.60542590558584 2000 2000 267849
"26785.9" "The Red Room" "Mysterious Mr" "Le Queux, William" "Oppenheim, E. Phillips (Edward Phillips)" 6.46165931935579 2000 2000 267850
