"path1" "path2" "dec1" "dec2" "sim" "index"
"252501" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1870s_hiw/fic_1877_2329.txt" "1870s" "1980s" 6.15581034764782 252501
"252502" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1850s_qis/fic_1856_2470.txt" "1850s" "1980s" 6.09055914836638 252502
"252503" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1930s_ney/fic_1930_10012.txt" "1930s" "1980s" 6.44887741960524 252503
"252504" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1830s_ksq/fic_1835_7014.txt" "1830s" "1980s" 6.14368488937229 252504
"252505" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1880s_bss/fic_1881_3434.txt" "1880s" "1980s" 5.78933165887624 252505
"252506" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1890s_zna/fic_1892_4114.txt" "1890s" "1980s" 6.14849905940252 252506
"252507" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1840s_nsj/fic_1840_8549.txt" "1840s" "1980s" 5.13084785688583 252507
"252508" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1890s_zna/fic_1894_2323.txt" "1890s" "1980s" 5.81569336830623 252508
"252509" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1820s_hsi/fic_1821_8340.txt" "1820s" "1980s" 5.59487961611246 252509
"252510" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1820s_hsi/fic_1828_7245.txt" "1820s" "1980s" 5.80405024586047 252510
"252511" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1820s_hsi/fic_1827_9759.txt" "1820s" "1980s" 5.60377703887558 252511
"252512" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1850s_qis/fic_1858_9768.txt" "1850s" "1980s" 6.13774642789993 252512
"252513" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1980s_bsc/fic_1981_780049.txt" "1980s" "1980s" 6.10024049128052 252513
"252514" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1930s_ney/fic_1936_16515.txt" "1930s" "1980s" 6.21638336756529 252514
"252515" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1850s_qis/fic_1853_7927.txt" "1850s" "1980s" 5.25961968701001 252515
"252516" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1870s_hiw/fic_1874_1975.txt" "1870s" "1980s" 5.99908363783517 252516
"252517" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1950s_iie/fic_1958_23737.txt" "1950s" "1980s" 5.84923359081371 252517
"252518" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1950s_iie/fic_1958_10374.txt" "1950s" "1980s" 6.36413061615218 252518
"252519" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1930s_ney/fic_1931_5421.txt" "1930s" "1980s" 6.26169574430675 252519
"252520" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1900s_nsi/fic_1902_3215.txt" "1900s" "1980s" 5.9988307843323 252520
"252521" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1960s_vus/fic_1960_4912.txt" "1960s" "1980s" 6.10083065102548 252521
"252522" "wlp_1980s_bsc/fic_1988_16794.txt" "wlp_1950s_iie/fic_1952_5858.txt" "1950s" "1980s" 5.32857483605291 252522
