"path1" "path2" "dec1" "dec2" "sim" "index"
"269376" "wlp_1990s_iuw/fic_1995_29221.txt" "wlp_1970s_jmd/fic_1976_14078.txt" "1970s" "1990s" 5.96767606199804 269376
"269377" "wlp_1990s_iuw/fic_1995_29221.txt" "wlp_1830s_ksq/fic_1836_9509.txt" "1830s" "1990s" 5.60581747757763 269377
"269378" "wlp_1990s_iuw/fic_1995_29221.txt" "wlp_1840s_nsj/fic_1847_7138.txt" "1840s" "1990s" 5.9359813901199 269378
"269379" "wlp_1990s_iuw/fic_1995_29221.txt" "wlp_1870s_hiw/fic_1870_9020.txt" "1870s" "1990s" 5.89566252176158 269379
"269380" "wlp_1990s_iuw/fic_1995_29221.txt" "wlp_1920s_bsq/fic_1921_1234.txt" "1920s" "1990s" 5.93230134423935 269380
"269381" "wlp_1990s_iuw/fic_1995_29221.txt" "wlp_1810s_ksw/fic_1814_8563.txt" "1810s" "1990s" 5.6975530654667 269381
"269382" "wlp_1990s_iuw/fic_1995_29221.txt" "wlp_1860s_los/fic_1868_9520.txt" "1860s" "1990s" 5.61350562691489 269382
"269383" "wlp_1990s_iuw/fic_1995_29221.txt" "wlp_1890s_zna/fic_1890_3314.txt" "1890s" "1990s" 6.02720789032853 269383
"269384" "wlp_1990s_iuw/fic_1995_29221.txt" "wlp_1940s_gax/fic_1948_10236.txt" "1940s" "1990s" 6.02248160436303 269384
"269385" "wlp_1990s_iuw/fic_1995_29221.txt" "wlp_1900s_nsi/fic_1904_4337.txt" "1900s" "1990s" 5.94489518859309 269385
"269386" "wlp_1990s_iuw/fic_1995_29221.txt" "wlp_1940s_gax/fic_1949_23567.txt" "1940s" "1990s" 5.98617007130295 269386
"269387" "wlp_1990s_iuw/fic_1995_29221.txt" "wlp_1880s_bss/fic_1889_2979.txt" "1880s" "1990s" 5.99534370860618 269387
"269388" "wlp_1990s_iuw/fic_1995_29221.txt" "wlp_1890s_zna/fic_1891_3069.txt" "1890s" "1990s" 6.01889859445193 269388
"269389" "wlp_1990s_iuw/fic_1995_29221.txt" "wlp_1850s_qis/fic_1855_2301.txt" "1850s" "1990s" 6.16173381797952 269389
