"path1" "path2" "dec1" "dec2" "sim" "index"
"235001" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1880s_bss/fic_1880_1561.txt" "1880s" "1980s" 5.88678491217347 235001
"235002" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1830s_ksq/fic_1839_8877.txt" "1830s" "1980s" 5.79352583300721 235002
"235003" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1960s_vus/fic_1960_4580.txt" "1960s" "1980s" 5.38331960290969 235003
"235004" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1840s_nsj/fic_1843_7061.txt" "1840s" "1980s" 5.41669488935687 235004
"235005" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1830s_ksq/fic_1833_7059.txt" "1830s" "1980s" 6.03312850398573 235005
"235006" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1860s_los/fic_1866_7960.txt" "1860s" "1980s" 4.5176665087383 235006
"235007" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1810s_ksw/fic_1814_8564.txt" "1810s" "1980s" 5.50775150642694 235007
"235008" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1860s_los/fic_1868_1174.txt" "1860s" "1980s" 5.66442171987488 235008
"235009" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1870s_hiw/fic_1879_1231.txt" "1870s" "1980s" 5.55556428574989 235009
"235010" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1940s_gax/fic_1942_23438.txt" "1940s" "1980s" 5.33091175222032 235010
"235011" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1940s_gax/fic_1946_16696.txt" "1940s" "1980s" 5.79039687378652 235011
"235012" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1890s_zna/fic_1893_4149.txt" "1890s" "1980s" 5.90071000662934 235012
"235013" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1910s_hse/fic_1913_3137.txt" "1910s" "1980s" 5.9636046644431 235013
"235014" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1920s_bsq/fic_1920_2502.txt" "1920s" "1980s" 6.03589213643418 235014
"235015" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1940s_gax/fic_1942_23446.txt" "1940s" "1980s" 5.7415106983082 235015
"235016" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1910s_hse/fic_1910_3629.txt" "1910s" "1980s" 6.03397632872521 235016
"235017" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1950s_iie/fic_1954_16272.txt" "1950s" "1980s" 6.28544839479621 235017
"235018" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1930s_ney/fic_1936_14191.txt" "1930s" "1980s" 5.71206266907201 235018
"235019" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1810s_ksw/fic_1818_7631.txt" "1810s" "1980s" 5.73589918190141 235019
"235020" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1950s_iie/fic_1959_4109.txt" "1950s" "1980s" 5.78444599459167 235020
"235021" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1950s_iie/fic_1953_10303.txt" "1950s" "1980s" 5.94406294234611 235021
"235022" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1940s_gax/fic_1945_780147.txt" "1940s" "1980s" 5.71652709864336 235022
"235023" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1980s_bsc/fic_1981_10674.txt" "1980s" "1980s" 5.95184625019469 235023
"235024" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1920s_bsq/fic_1922_2484.txt" "1920s" "1980s" 6.00459257778942 235024
"235025" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1940s_gax/fic_1948_23542.txt" "1940s" "1980s" 5.36445168605884 235025
"235026" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1940s_gax/fic_1948_23552.txt" "1940s" "1980s" 5.75674572341724 235026
"235027" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1870s_hiw/fic_1871_9112.txt" "1870s" "1980s" 6.28986691207294 235027
"235028" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1930s_ney/fic_1938_23380.txt" "1930s" "1980s" 6.17841909272105 235028
"235029" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1840s_nsj/fic_1848_7992.txt" "1840s" "1980s" 5.78200615182494 235029
"235030" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1880s_bss/fic_1885_860.txt" "1880s" "1980s" 5.67502381791253 235030
"235031" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1980s_bsc/fic_1981_780049.txt" "1980s" "1980s" 6.01142875259703 235031
"235032" "wlp_1980s_bsc/fic_1980_23946.txt" "wlp_1900s_nsi/fic_1904_14514.txt" "1900s" "1980s" 4.18139275763589 235032
