"path1" "path2" "dec1" "dec2" "sim" "index"
"208126" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1950s_iie/fic_1956_4630.txt" "1950s" "1970s" 6.19610606071479 208126
"208127" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1890s_zna/fic_1896_3134.txt" "1890s" "1970s" 6.11347299179914 208127
"208128" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1900s_nsi/fic_1909_2863.txt" "1900s" "1970s" 5.91571296780446 208128
"208129" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1940s_gax/fic_1940_10140.txt" "1940s" "1970s" 6.0085757283799 208129
"208130" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1910s_hse/fic_1919_14267.txt" "1910s" "1970s" 6.112680074335 208130
"208131" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1890s_zna/fic_1893_167.txt" "1890s" "1970s" 6.22416363037046 208131
"208132" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1860s_los/fic_1868_9307.txt" "1860s" "1970s" 5.85005161422774 208132
"208133" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1900s_nsi/fic_1902_840.txt" "1900s" "1970s" 5.67621272197782 208133
"208134" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1890s_zna/fic_1890_3314.txt" "1890s" "1970s" 6.06490125748018 208134
"208135" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1850s_qis/fic_1855_2301.txt" "1850s" "1970s" 5.87491748563276 208135
"208136" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1950s_iie/fic_1958_23737.txt" "1950s" "1970s" 6.07214062349123 208136
"208137" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1870s_hiw/fic_1870_1491.txt" "1870s" "1970s" 5.92946354227297 208137
"208138" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1890s_zna/fic_1899_4674.txt" "1890s" "1970s" 5.86716481042553 208138
"208139" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1820s_hsi/fic_1823_7213.txt" "1820s" "1970s" 5.84716482308568 208139
"208140" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1970s_jmd/fic_1975_14126.txt" "1970s" "1970s" 6.19332875217128 208140
"208141" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1840s_nsj/fic_1840_8549.txt" "1840s" "1970s" 5.24628127819014 208141
"208142" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1930s_ney/fic_1931_5421.txt" "1930s" "1970s" 6.26155186745425 208142
"208143" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1940s_gax/fic_1947_5240.txt" "1940s" "1970s" 5.96421578164394 208143
"208144" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1900s_nsi/fic_1902_3215.txt" "1900s" "1970s" 6.11418308915554 208144
"208145" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1890s_zna/fic_1897_2660.txt" "1890s" "1970s" 6.067935893963 208145
"208146" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1930s_ney/fic_1933_10036.txt" "1930s" "1970s" 6.09781271094732 208146
"208147" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1900s_nsi/fic_1901_4713.txt" "1900s" "1970s" 5.90277614100086 208147
"208148" "wlp_1970s_jmd/fic_1970_23873.txt" "wlp_1860s_los/fic_1864_5525.txt" "1860s" "1970s" 6.0715561725251 208148
