"path1" "path2" "dec1" "dec2" "sim" "index"
"281251" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1930s_ney/fic_1932_10021.txt" "1930s" "1990s" 5.17515146146645 281251
"281252" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1850s_qis/fic_1856_5515.txt" "1850s" "1990s" 5.4820141615555 281252
"281253" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1920s_bsq/fic_1920_2724.txt" "1920s" "1990s" 5.21068582929042 281253
"281254" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1990s_iuw/fic_1991_13391.txt" "1990s" "1990s" 5.57229261685878 281254
"281255" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1820s_hsi/fic_1827_8634.txt" "1820s" "1990s" 5.46408052917559 281255
"281256" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1960s_vus/fic_1962_23790.txt" "1960s" "1990s" 5.60361576059325 281256
"281257" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1860s_los/fic_1860_9188.txt" "1860s" "1990s" 5.32731084989518 281257
"281258" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1870s_hiw/fic_1871_9285.txt" "1870s" "1990s" 5.16864317465015 281258
"281259" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1960s_vus/fic_1965_780079.txt" "1960s" "1990s" 5.22492888101889 281259
"281260" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1910s_hse/fic_1918_1489.txt" "1910s" "1990s" 5.33785741462962 281260
"281261" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1830s_ksq/fic_1834_2652.txt" "1830s" "1990s" 5.35964562257763 281261
"281262" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1940s_gax/fic_1941_10148.txt" "1940s" "1990s" 5.51930058010026 281262
"281263" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1940s_gax/fic_1940_23407.txt" "1940s" "1990s" 5.37271414883031 281263
"281264" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1860s_los/fic_1862_2744.txt" "1860s" "1990s" 5.56943481534709 281264
"281265" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1990s_iuw/fic_1994_41261.txt" "1990s" "1990s" 5.32997418088922 281265
"281266" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1850s_qis/fic_1852_69.txt" "1850s" "1990s" 5.43135139338901 281266
"281267" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1980s_bsc/fic_1981_10680.txt" "1980s" "1990s" 5.51659822005963 281267
"281268" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1870s_hiw/fic_1872_2575.txt" "1870s" "1990s" 5.28789717831882 281268
"281269" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1940s_gax/fic_1947_13859.txt" "1940s" "1990s" 5.43131364886684 281269
"281270" "wlp_1990s_iuw/fic_1998_43801.txt" "wlp_1860s_los/fic_1868_9516.txt" "1860s" "1990s" 5.60267838780796 281270
